url;paperurl;org;per;loc
http://www.guardian.co.uk/commentisfree/2013/apr/30/hmrc-investigation-whistleblower-osita-mba;http://www.guardian.co.uk/;"HMRC;Goldman Sachs;guardian co uk;HM Revenue;Customs;Goldman Sachs;HMRC;HMRC;HMRC Second;HMRC;HMRC;Mba;HMRC;HMRC;HMRC;HMRC;HMRC;HMRC Large Business Service;HMRC;HMRC;HMRC;Goldman Sachs;Daily Mail;Guardian;Metropolitan Museum of Art";"Richard Murphy;Mba;Mba;Mba;Mba;Dave Hartnett;Ripa;Mba;Richard Murphy;Let;Rib;Let Spare Rib;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts;Ruth Spencer;Ben Jennings";"Solihul Metropolitan;London"
http://www.guardian.co.uk/lifeandstyle/the-running-blog/video/2013/apr/30/guide-to-running-best-food-supplements-video;http://www.guardian.co.uk/;;;
http://www.guardian.co.uk/media/greenslade/2013/apr/30/archant-mediabusiness;http://www.guardian.co.uk/;"Archant;Archant;HMRC;Newspaper Society Instead;Leveson;Archant;Archant;GuardianJobWidget;Job Widget;Guardian";"Brian McCarthy;Adrian Jeakings;Jeakings;Richard Jewson;Cameron Farrelly;Phill Robinson;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";
http://www.guardian.co.uk/film/filmblog/2013/apr/30/when-china-met-africa-film-on-demand;http://www.guardian.co.uk/;"Guardian;ABC News;Playhouse Presents;The Wright Way;The Guardian;Guardian";"Marc;Nick Francis;Giuardian;Amanda Knox;Meredith Kercher;Andrew Collins;Father;Ferrari;Vig;Rupert Everett;Leslie Woodhead;Mark Blake;Alan Rusbridger;Mark Brindle;Sergei Loznitsa;Tolstoy;Dostoevsky;Philip French";"China;Africa;UK;Zambia;China;Ghana;Ethiopia;China;Africa;Broadchurch;China"
http://www.guardian.co.uk/stage/2013/apr/30/tony-2013-nominations-full;http://www.guardian.co.uk/;"OrphansLaurie;The Other Place;Hammerstein;Motown;Hammerstein;Assembled Parties;Parties;de;Rodgers;Matilda;Matilda;Matilda;Motown;;Theatre Company;Guardian";"Richard Greenberg;Colm Toíbín Vanya;Sonia;Masha;Spike;Christopher DurangBring;Virginia Woolf?Annie;Edwin Drood Pippin Rodgers;Hammerstein;Joseph Robinette;Matilda;Dennis Kelly Rodgers;Hammerstein;Douglas Carter BeaneA;Pasek;Justin Paul;Anastasio;Amanda Green;Lauper;Minchin;Nathan Lane;Tracy Letts;Vanya;Sonia;Masha;Tom Sturridge;Metcalf;Amy Morton;Vanya;Sonia;Masha;Ann Cicely Tyson;Matilda;Rodgers;Rob McClure;Kinky BootsStephanie J Block;Carolee Carmello;Valisia LeKae;Rodgers;Burstein;Richard Kind;Vanya;Sonia;Masha;Tony Shalhoub;Courtney B Vance;Coon;Vanya;Sonia;Masha;Judith Ivey;Judith Light;Condola Rashad;Brown;Keith Carradine;Will Chase;Gabriel Ebert;PippinAnnaleigh Ashford;Rodgers;Hammerstein;Keala Settle;Lauren Ward;Lee Beatty;Santo Loquasto;David Rockwell;Michael Yeargan;Howell;Anna Louizos;David Rockwell;Cyrano;Ann Roth;Albert Wolsky;Catherine Zuber;Barnes;Rob Howell;William Ivey Long;Hammerstein;Fisher;Peggy Eisenhauer;Donald Holder;Jennifer Tipton;Mary Japhy Weideman;Posner;Kenneth Posner;Hammerstein;Hugh Vanstone;Gromada;Mel Mercier;Mary Leon Rothenberg;Peter John Still;Marc Salzberg;Deans;Peter Hylenski;John Shivers;Nevin Steinberg;Hammerstein;MacKinnon;Vanya;Sonia;Masha;Golden;Lucky GuyScott Ellis;Pippin Matthew Warchus;Blankenbuehler;Peter Darling;PippinChris Nightingale;Ethan Popp;Bryan Crook;Rodgers;Hammerstein;Ming Cho LeeHuntington;KramerCareer;Peter Lawrence;Bailey Ryon;Milly Shapiro;Helen Mirren;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts;Matthew Spangler;Khaled Hosseini";"Motown;Matilda;Matilda;Matilda;Matilda;Motown;MassachusettsLarry"
http://www.guardian.co.uk/world/2013/apr/30/dzhokhar-tsarnaev-death-penalty-judy-clarke;http://www.guardian.co.uk/;"World;Washington and Lee University School of Law Tsarnaev;Virginia Capital Case Clearinghouse;FBI;CNN;Guardian";"Dzhokhar Tsarnaev;Judy Clarke;Tsarnaev;Marianne Bowler;Tsarnaev;Miriam Conrad;David Bruck;Susan Smith;Eric Rudolph;Jared Loughner;Gabrielle Giffords;Smith;Lee;Jason Pack;Katherine Russell;Russell;Tsarnaev;Amato DeLuca;Barack Obama;Vladimir Putin;Obama;Dzhokhar Tsarnaev;Let Spare Rib;Yulia Tymoshenko;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";"Arizona;Los Angeles;Washington;Rhode Island;Providence;Russia;Boston;US;New York"
http://www.guardian.co.uk/environment/blog/2013/apr/30/may-diverse-wildlife-hedgerows;http://www.guardian.co.uk/;"Dormice;British Trust for Ornithology;amp;Schuster;ABC News;Playhouse Presents;The Wright Way Norwegian;BP;Nice;BP";"Devon;Hugh Warwick;May;Amanda Knox;Meredith Kercher;Andrew Collins;Ferrari";"Britain;Britain;Broadchurch;China"
http://www.guardian.co.uk/world/2013/apr/30/arizona-cities-sell-gun-buybacks;http://www.guardian.co.uk/;"guardian co uk;Senate;National Rifle Association;NRA;Institute for Legislative Action Maricopa;Board of Supervisors;Guardian";"Jan Brewer.The;Brent Gardner;Mary Rose Wilcox;Brewer;Brewer;Fuentes;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";"Arizona;Tucson;Arizona;County;Arizona;Tarpon Springs;St Petersburg;FL;New York"
http://www.guardian.co.uk/commentisfree/2013/apr/30/punk-fashion-legacy-share-stories;http://www.guardian.co.uk/;Guardian;"Sid Vicious;Jonathan van Meter;Iggy;Stooges;Alexis Petridis;Rupert Everett;Leslie Woodhead;Mark Blake;Alan Rusbridger;Mark Brindle";"Met;London;New York"
http://www.guardian.co.uk/music/gallery/2013/apr/30/punk-fashion-gallery-anarchy-met;http://www.guardian.co.uk/;;;Met
http://www.guardian.co.uk/media/mediamonkeyblog/2013/apr/30/press-regulation-daily-telegraph;http://www.guardian.co.uk/;"Daily Telegraph;Media Monkey;Telegraph;Daily Telegraph;Media Monkey;iTunes;Guardian";"Rees-Mogg;Cameron Farrelly;Phill Robinson;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";
http://www.guardian.co.uk/commentisfree/2013/apr/30/ukip-manifesto-closer-look;http://www.guardian.co.uk/;"Ukip;guardian co uk;Ukip;Ukip;EU;EU;Ukip;EU;EU;Guardian Datablog;Ukip;NHS;EU;Ukip;EU;Migration Watch UK;Ukip Other;Ukip;NHS;Ukip;Ukip;Guardian;Ukip;Ukip;Tory;ABC News;Playhouse Presents;The Wright Way Norwegian;RT;Guardian;HMRC";"James Ball;Philip Hollobone;Hollobone;James Ball;Nigel Farage;Paul Webb;Amanda Knox;Meredith Kercher;Andrew Collins;Father;Ferrari;Fuentes;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts;Richard Murphy;Ripa;Osita Mba;Ben Jennings";"UK;UK;UK;Romania;Bulgaria;UK;UK;Ukip;Broadchurch;China;Solihul Metropolitan;London"
http://www.guardian.co.uk/global-development/2013/apr/30/aid-overstated-donors-interest-payments;http://www.guardian.co.uk/;"Organisation for Economic Co-operation and Development;DI;DI;OECD;OECD;OECD;OECD;ODA;Japan International Cooperation Agency;OECD;ODA;ODA;ODA;DAC;OECD;OECD;OECD;OECD;UN;International Monetary Fund;World Bank";"Lomøy;Rob Tew;Dambisa Moyo;Richard Manning;Tew;Queen";"Bristol Some;Germany;Africa;Japan;South Korea;Australia;Finland;France;UK;Paris;UK;Africa"
http://www.guardian.co.uk/technology/2013/apr/30/blackberry-chief-tablets-dead;http://www.guardian.co.uk/;"BlackBerry;guardian co uk;Bloomberg;Apple;BlackBerry;BlackBerry;Apple;Bloomberg TV;BlackBerry;BlackBerry;Bloomberg;BlackBerry;BlackBerry;US Securities and Exchange Commission;Detwiler Fenton amp;Co;BlackBerry;Bloomberg TV;BlackBerry;Wedge Partners;BlackBerry;Jefferies Group;BlackBerry;BlackBerry;iTunes;Twitter;Facebook;Mail;Guardian";"Thorsten Heins;Heins;Heins;Heins;Heins;Peter Misek;Charles Arthur;Cameron Farrelly;Phill Robinson;Eiji Aonuma;Jeff Johnson;Andrew Blum";"UK;UK;US;US;UK"
http://www.guardian.co.uk/small-business-network/2013/apr/30/best-practice-efficiency-architectonicus;http://www.guardian.co.uk/;"Architectonicus;Guardian Small Business Network;guardian co uk;Architectonicus;Architectonicus Cardiff";William McMorran;"Herefordshire;UK"
http://www.guardian.co.uk/society/2013/apr/30/sheffield-charity-female-prisoners-confident;http://www.guardian.co.uk/;"Society;The Guardian;Key Changes;Key Changes;Sainsbury;Key Changes;Key Changes;Key;Key Changes;Key Changes;University of;Key Changes;Key Changes;Key;Sheffield;DWP;IB;Guardian";"Molly;Molly;Molly;Michelle Nicholson;Nicholson;Nicholson.Nicholson;Nicholson;Molly;Nicholson;Jan;Nicholson;Bob Hudson;Robin Harris;Charles Moore;Sheryl Sandberg;Paul McKenna;Daniel Kahneman";"Sheffield;England;Wales;Rotherham;Barnsley;Doncaster"
http://www.guardian.co.uk/football/2013/apr/30/the-real-harry-redknapp;http://www.guardian.co.uk/;"The Guardian;Football Association;Spurs;Spurs;TalkSport;Spurs;Bournemouth;Southampton;Portsmouth;Southampton;Seattle Sounders;Oxford City;Bournemouth;Bournemouth;Sunday Times;Tottenham Hotspur;QPR;Sandbanks;Manchester United;Real Madrid;Southwark Council";"Harry Redknapp;Fabio Capello;Capello;Redknapp;Harry love-in;Redknapp;Phil Gartside;Redknapp;Roy Hodgson;Redknapp;Redknapp;Redknapp;Redknapp;Daniel Levy;Redknapp;Hodgson;Redknapp;Harry;Brian Clough;Redknapp;Redknapp;Harry;Redknapp;Redknapp;Sam Delaney;Harry;Harry;Redknapp;Redknapp;Rafa van der Vaart;Redknapp;Redknapp;Redknapp;Redknapp;Redknapp;Redknapp;Redknapp;Stevens;Redknapp;Redknapp;Redknapp;Redknapp;Billy Bonds;Redknapp;Redknapp;Wenger;Mourinho;Redknapp;Redknapp;Sandra;Redknapp;Bobby Moore;Moore;Pete Johnson;Redknapp;Harry;Bobby;Redknapp;Redknapp;Redknapp;Redknapp;Redknapp;Redknapp;Redknapp;Harry Redknapp;Alex Ferguson;Wayne Rooney";"England;England;England;Italy;Brazil;England;England;White Hart Lane;England;England;England;England;England;England;England;England;England;England;England;Ealing;East End;Southwark;England;West Ham;London;Portsmouth;Portsmouth;Portsmouth;London;Sandbanks;Poole;Dorset;Poole;US;UK;Sport;England;Loftus Road"
http://www.guardian.co.uk/world/2013/apr/30/burma-sectarian-clashes-oakkan;http://www.guardian.co.uk/;"guardian co uk;Human Rights Watch;Guardian";"Ye Htut;Vlad Filat;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";"Burma;Oakkan;Rangoon Gangs;Oakkan;Burma;Meikhtila;Naypyitaw;Meikhtila;Oakkan;Rakhine;Oakkan;Europe;Moldova;Europe;New York"
http://www.guardian.co.uk/politics/shortcuts/2013/apr/30/ed-miliband-pallet-soapbox-politics;http://www.guardian.co.uk/;"The Guardian;Ukip;Gannex;ABC News;Playhouse Presents;Norwegian;Father let;Ferrari;Aberavon Aberconwy Aberdeen North Aberdeen South Aberdeenshire West;Kincardine Airdrie;Shotts Aldershot Aldridge-Brownhills Altrincham;Sale West Alyn;Deeside Amber Valley Angus Antrim East Antrim North Antrim;Arfon Argyll;Bute Arundel;Carrick;Cumnock Ayrshire Central Ayrshire North;Arran Banbury Banff;Buchan Barking Barnsley Central Barnsley East Barrow;Furness Basildon South;Thurrock East Basildon;Billericay Basingstoke Bassetlaw Bath Batley;Beckenham Bedford Bedfordshire;Bedfordshire;South West Belfast East Belfast North Belfast South Belfast West Bermondsey;Roxburgh;Selkirk Bethnal Green;Bow Beverley;Holderness Bexhill;Battle Bexleyheath;Yardley Bishop Auckland Blackburn Blackley;Broughton Blackpool North;Cleveleys Blackpool South Blaenau Gwent Blaydon Blyth Valley Bognor Regis;Bootle Boston;Skegness Bosworth Bournemouth East Bournemouth West Bracknell;Guardian";"Ed Miliband;Miliband;Miliband-led;Margaret;Warrior;Norman Tebbit;Nigel Farage;Major;Harold Macmillan;Harold Wilson;Tony Blair;Miliband;Miliband;Major;George Bush;Willie Brandt;Blair;Miliband;Ronald Reagan;Hugo Chávez;Mandela;Ed Miliband;Ed Miliband;Amanda Knox;Meredith Kercher;Andrew Collins;Bridger;Norman Tebbit;Joseph Stiglitz;Shlomo Sand;Charles Moore;Toby Manhire;Barbara Demick";"Britain;Germany;Lancashire;Germany;Warsaw Ghetto;Broadchurch;China;London"
http://www.guardian.co.uk/travel/gallery/2013/apr/30/readers-travel-photography-competition-threes;http://www.guardian.co.uk/;Gallery;;
http://www.guardian.co.uk/uk/2013/apr/30/prestatyn-woman-guilty-pushchair-blaze-murders;http://www.guardian.co.uk/;"Prestatyn;guardian co uk;Mold;Guardian";"Smith;Lee Anna Shiers;Bailey;Skye;Shiers;Charlie;Liam Timbrell;Smith;Smith;Smith;Timbrell;Mel;Smith;Griffith Williams;Smith;Smith;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";"UK;Prestatyn;Prestatyn;London;UK-wide"
http://www.guardian.co.uk/uk/video/2013/apr/30/edl-rally-attack-foiled-police-video;http://www.guardian.co.uk/;guardian co uk;;"UK;West Midlands;Dewsbury"
http://www.guardian.co.uk/world/2013/apr/30/syrian-refugees-relative-safety-gaza;http://www.guardian.co.uk/;"World;The Guardian;Department of Palestinian Refugees;UNRWA;Hamas;UNRWA;UNRWA;UNRWA;UNRWA;Palestinian Authority;Syrian Electronic Army;Guardian;Guardian";"Omar Ouda;Ouda;Ouda;Issam Adwan;Ouda;Ouda;Ouda;Ouda;Adwan;Gunness;David Cameron;Barack Obama;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";"Gaza;al-Majdal;Ashkelon;Saudi Arabia;Syria;Gaza He;Gaza;Syria;Syria;Gaza;Gaza;Hamas;Syria;Israel;Isle of Wight;Israel;Syria;Gaza;Yarmouk;Damascus;Syria;Gaza;Syria;Gaza;Gaza;Syria;Syria;Beit Lahiya;Gaza;Palestine;Syria;Gaza;Syria;Syria;Hamas;Syria;Gaza;Syria;US;Dubai;Syria;Apamea;Hama;New York"
http://www.guardian.co.uk/society/shortcuts/2013/apr/30/hand-back-winter-fuel-payments;http://www.guardian.co.uk/;"Society;The Guardian;Rich Pensioners;Winter Fuel Payment Team;Government;Work;MT;DWP;IB;Guardian";"Iain Duncan Smith;Vivaldi;John Wickenden;Ian Hembrow;Robin Harris;Charles Moore;Sheryl Sandberg;Paul McKenna;Daniel Kahneman";"Newcastle;England;Britain;UK"
http://www.guardian.co.uk/uk/2013/apr/30/university-applications-tuition-fees-rise;http://www.guardian.co.uk/;"Staffordshire University;Million;Ucas;Technology;MT;Guardian";"Michael Gunn;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";"Northern Ireland;Scotland"
http://www.guardian.co.uk/global-development/2013/apr/30/humanitarian-workers-unprepared-decades-conflict;http://www.guardian.co.uk/;"UNHCR;UN;UN;UNHCR;UN;UN;UN;UN;UN;Guardian Guterres;Displacement Monitoring Centre;UNHCR";"António Guterres;Guterres;Guterres;George Rupp;Rupp;David Cameron";"Washington DC;Afghanistan;Iraq;Syria;Syria;Geneva;Syria;Syria;Dubai;Africa"
http://www.guardian.co.uk/housing-network/2013/apr/29/welfare-reforms-six-figure-arrears;http://www.guardian.co.uk/;"Housing Network;Guardian Professional;Department for Work and Pensions;HouseMark";John Wickenden;"UK;London"
http://www.guardian.co.uk/stage/2013/apr/30/matilda-uk-contender-tony-awards;http://www.guardian.co.uk/;"Broadway;Golden;Guardian";"Matilda;Wormwood;Roald Dahl;Cyndi Lauper;Bertie Carvel;Matilda;Lola;Kinky;Bailey Ryon;Milly Shapiro;Dennis Kelly;Matthew Warchus;Lauren Ward;Miss Honey;Mr Wormwood;Gabriel Ebert;Rob Howell;Hugh Vanston;Peter Darling;Chris Nightingale;Douglas Hodge;Jamie Lloyd;Tom Hanks;Sturridge;David Hyde Pierce;Tracy Letts;Laurie Metcalf;Amy Morton;Paul Rudd;Al Pacino;Pippin;Rodgers;Hammerstein;Clifford Odetts;Lucky Guy;Tony;Colm Tóibín;Fiona Shaw;Richard GreenbergLucky;Nora EphronThe;Colm ToíbínVanya;Sonia;Masha;Christopher Durang;Virginia Woolf;AnnieThe;Edwin DroodPippinRodgers;Hammerstein;Joseph RobinetteKinky Boots;Harvey FiersteinMatilda;Dennis KellyRodgers;Hammerstein;Douglas Carter Beane;Pasek;Justin Paul)Hands;Anastasio;Amanda Green)Kinky Boots;Lauper)Matilda;Minchin;Lucky;Lane;Letts;Vanya;Sonia;Masha;SpikeTom Sturridge;Laurie Metcalf;Morton;Vanya;Sonia;Masha;AnnCicely Tyson;Bertie Carvel;Rodgers;Hammerstein;McClure;Kinky Boots;Stephanie J Block;Edwin DroodCarolee Carmello;LeKae;Rodgers;Hammerstein;Danny Burstein;Kind;Vanya;Sonia;Masha;SpikeTony Shalhoub;Lucky Guy;Carrie Coon;Kinky Boots;Matilda;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts;Matthew Spangler;Khaled Hosseini";"UK;York-based;Jerusalem;West End"
http://www.guardian.co.uk/politics/2013/apr/30/doncaster-mayor-seeks-second-term;http://www.guardian.co.uk/;"Doncaster;The Guardian;British National;Labour;Labour;Labour;Trade Unionist and Socialist Coalition;Unison;English Democrats;Labour;Guardian";"maverick;Peter Davies;Davies;Ros Jones;Mary Jackson;Doug Wright;David Allen;Davies;Davies;Jones;Mick Maye;Davies;Obama;Bridger;Joseph Stiglitz;Shlomo Sand;Charles Moore;Toby Manhire;Barbara Demick";"Shipley;Doncaster;Doncaster;South Yorkshire;Doncaster;Syria;London"
http://www.guardian.co.uk/uk/video/2013/apr/30/parallel-parking-problem-belfast-viral-video;http://www.guardian.co.uk/;;;"Belfast;UK"
http://www.guardian.co.uk/extra/2013/apr/30/extra-brighton-festival-offer;http://www.guardian.co.uk/;"Guardian;Guardian Extra;BBC Symphony;Casus - Knee Deep;Extra;Philharmonia Orchestra;Guardian";"Angélique Kidjo;Brighton;Lola Arias;Prokofiev;Alexander Nevsky;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";"England;Africa;Royal Festival Hall"
http://www.guardian.co.uk/media/2013/apr/30/regional-papers-nick-clegg-press-regulation;http://www.guardian.co.uk/;"Newspaper Society;Labour;Hacked Off;Press Complaints Commission;Guardian;Guardian;Financial Times;Independent;Tory;PCC;Telegraph Media Group;MediaGuardian;Guardian;MediaGuardian;Regional;Newspaper Society;GuardianJobWidget;Job Widget;Guardian";"Nick Clegg;David Newell;Clegg;Miller;Newell;Alan Rusbridger;Lord Hunt;Lord Black;Nick Clegg;Roy Greenslade;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";
http://www.guardian.co.uk/football/2013/apr/30/chechen-linesman-lifetime-ban-upheld;http://www.guardian.co.uk/;"Terek;Amkar Perm;Amkar;RFU;Guardian";"Musa Kadyrov;Kadyrov;Ilya Krichmar.Kadyrov;Krichmar;Kadyrov;Artur Grigoryants;Kadyrov;John le Carre;Francoise Laget;Simon Rogers;Hadley Freeman;Michael Symmons Roberts";Grozny
http://www.dailymail.co.uk/tvshowbiz/article-2317036/Maria-Shriver-wears-Sunday-best-heads-service-daughter-Katherine-Schwarzenegger.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;Santa;Catholic Church;Prada;San;Spurs;Los Angeles Lakers;Spurs;Corrie Published;Associated Newspapers LtdPart;The Mail";"Maria Shriver;Katherine Schwarzenegger;Maria Shriver;Schwarzenegger;Katherine Schwarzenegger;Maria;J.F Kennedy;Katherine;Patrick;Christopher Schwarzenegger;Maria;Arnold;Heather Milligan;Maria;Arnie;Christina;Maria;Michelle Keegan";"Monica;California;Antonio;Beverly Hills"
http://www.dailymail.co.uk/tvshowbiz/article-2317112/Diane-Kruger-narrowly-misses-bumping-Michael-Bubl-The-Grove.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;Harper Bazaar Russia;Mail Online;Corrie Published;Associated Newspapers LtdPart;The Mail";"Diane Kruger;Michael Bublé;Diane Kruger;Michael Bublé;Diane;Michael;Michael;Diane;Michael;Luisana Lopilato;Michael;Luisana;Michelle Keegan";"The Grove;Hollywood;The Grove;The Wisper Lounge"
http://www.dailymail.co.uk/tvshowbiz/article-2316862/Diana-Rigg-Avengers-star-says-shes-feminist-loves-men-offer-seat.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;Avengers;Radio Times;Secret Service;Associated Newspapers LtdPart;The Mail";"Diana Rigg;Diana Rigg;Dame Diana;Emma Peel;Dame Diana;Dame Diana;Mary Berry;Joan Bakewell;Dame Diana;Rachel Stirling;Ellie Levenson;Dame Diana&#8217;s;Michelle Keegan";Corrie Published
http://www.dailymail.co.uk/news/article-2317071/Making-Disney-magic-Stunning-photographs-capture-creation-Walts-cartoon-Kingdom-Florida.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;DM has shareLink;Disney;Disney;Disney;Walt Disney;Disneyland;Disney;Associated Newspapers LtdPart;The Mail";"Walt;Walt\'s;Walt Disney;Walt;Walt";"Kingdom;Florida;Florida;Florida;United States;Florida;Orlando;Walt Disney World"
http://www.dailymail.co.uk/news/article-2317075/Coco-arthritic-cat-uses-water-treadmill-ease-painful-limbs-afraid-getting-wet.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;Coco 8217;s;Associated Newspapers LtdPart;The Mail;Metro Media Group font-weight";"Coco;Coco;Colette Inman;Coco;Colette;Coco;Coco;Helen Reeve;Coco&#8217;s;Amie Hosie";"Warwickshire;Wellesbourne Surgery;Avonvale Veterinary Centres;Coventry"
http://www.dailymail.co.uk/news/article-2317093/Double-yellow-lines-painted-narrow-alleyway-sort-removed-pointed-car-actually-park-there.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;Swindon Borough Council;Ray Autos;Associated Newspapers LtdPart;The Mail on Sunday";Ray Mudhar;"Wiltshire;Swindon"
http://www.dailymail.co.uk/femail/article-2316848/Queen-Beatrix-abdication-Sparkling-Duchess-Camilla-gem-hairdo.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;Associated Newspapers LtdPart;The Mail";"Beatrix;Camilla;Camilla;Camilla;Mother;Camilla;Camilla;Bruce Oldfield;Charles;Beatrix;Charles;Camilla;Willem-Alexander;Diana";"Cornwall;Cambridge;National Museum;Amsterdam;Netherlands"
http://www.dailymail.co.uk/news/article-2317022/Smile-youre-Google-Earth-The-giant-faces-caught-landscape-space.html;http://www.dailymail.co.uk/home/index.html;"Google Earth;Mail Online;Google Earth;Google;CIA-funded;Keyhole Inc;Google;Associated Newspapers LtdPart;The Mail on Sunday";"Mother Nature;Abraham Lincoln;Jesus;Oprah Winfrey";"Canada;Peru;Denmark;Ohio;Palace of Versailles;Paris"
http://www.dailymail.co.uk/news/article-2317106/Why-ex-city-gets-better-divorce-settlement-wives-provinces.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;Pannone;Associated Newspapers LtdPart;The Mail";Liz Cowell;"England;London;Leeds;Birmingham;North;London;North East;North-South"
http://www.dailymail.co.uk/health/article-2317068/Woman-beaten-boyfriend-REFUSED-NHS-funding-rebuild-shattered-nose-barely-breathe.html;http://www.dailymail.co.uk/home/index.html;"NHS;Mail Online;NHS;NHS;NHS;NHS;NHS;Vale of York Clinical Commissioning Group;NHS North Yorkshire;York Primary Care Trust;PCT;NHS Commissioning Board;Vale of York Clinical Commissioning Group;Vale of York CCG;Associated Newspapers LtdPart;The Mail";"Rebecca Beattie;Bradley Scot Want;Beattie;Beattie;Hugh Bayley;Beattie;Bayley;Bayley;Jeremy Hunt;Beattie";"York;York Central;York 8217;s"
http://www.dailymail.co.uk/news/article-2317107/The-meerkat-Asbo-Jan-terrorised-neighbours-rescued-desert.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;Associated Newspapers LtdPart;The Mail";"Jan;Jan;Barbara Scheer;Udo;Jan;Jan;Jan;Warthgog;Jan;Christian Schmitt;Jans";"Kalahari;Namibia;Okambara Lodge;Germany;Kalahari"
http://www.dailymail.co.uk/news/article-2317086/Four-year-old-Indian-girl-raped-dumped-farm-dies-injuries.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;Care;AFP;Associated Newspapers LtdPart;The Mail";"P.A. Sriram;Rajesh Kumar;Babu Lal";"Madhya Pradesh;Hospital;Nagpur;New Delhi;Bikaner;Bikaner;India;New Delhi;India;India;India"
http://www.dailymail.co.uk/news/article-2317076/Starbucks-customers-fury-workers-wrote-Vagina-instead-Virginia-sisters-cup.html;http://www.dailymail.co.uk/home/index.html;"Starbucks;Mail Online;Starbucks;Starbucks;Starbucks;Starbucks;Starbucks;Associated Newspapers LtdPart;The Mail";"Virginia;Virginia;Veronica;Veronica Goh;Virginia;Goh;Virginia;Goh;Goh";"Vagina;Virginia;Hong Kong;Hong Kong"
http://www.dailymail.co.uk/sport/rugbyunion/article-2317087/Jonny-Wilkinson-said-Lions.html;http://www.dailymail.co.uk/home/index.html;"Lions;Mail Online;Lions;Sky Sports;Lions;Barbarians;Toulon;Saracens;BBC Radio 5Live;Lions;Barbarians;Associated Newspapers LtdPart;The Mail";"Jonny Wilkinson;Warren Gatland;Jonny Wilkinson;Gatland;Phil Edwards;Wilkinson;Gatland;Edwards;Gatland;Andy Irvine;Jonny;Warren;Wilkinson";"Australia;England;Toulon;Hong Kong;Paris;Toulon;Saracens;Toulon;Toulon"
http://www.dailymail.co.uk/sport/football/article-2317104/Mario-Balotelli-AC-Milan-deny-said-Real-Madrid-sleep-Fanny-Neguesha-beat-Dortmund.html;http://www.dailymail.co.uk/home/index.html;"Real Madrid;Dortmund;Mail Online;Real Madrid;Borussia Dortmund nbsp;AS;Marca;Real Madrid;AC Milan;Milan;Real Madrid;AC Milan;Vanity Fair;Associated Newspapers LtdPart;The Mail";"Mario Balotelli;AC Milan;Fanny Neguesha;Mario Balotelli;Jose Mourniho;Balotelli;Mario Bolotelli;Fanny Neguesha;Balotelli;Neguesha";"Westfalenstadion;Italy"
http://www.dailymail.co.uk/sciencetech/article-2317097/Researchers-family-knight-Middle-Ages-buried-Edinburgh-car-park.html;http://www.dailymail.co.uk/home/index.html;"Mail Online;Edinburgh Centre for Carbon Innovation;Old;Royal;Old;Royal;Headland Archaeology;University of Edinburgh;Edinburgh Centre for Carbon Innovation;ECCI;City of Edinburgh Council;Associated Newspapers LtdPart;The Mail";"Ross Murray;Richard III;Alexander II;Ross Murray;Alexander II;John;Alexander;Joan;Alan;Alexander II;Alexander III;Edward;John of Balliol;Andy Kerr;Richard Lewis;Richard III&#8217;s";"Edinburgh;Edinburgh;Edinburgh;Blackfriar 8217;s;High;High;Leicestershire;Edinburgh;Blackfriars Monastery;Scotland;High;High;School;Old Town;Scotland;England;England;Galloway;York;Scotland;England;Isle;Kerrera;Largs;England;Scotland;Scotland;Scotland 8217;s;Edinburgh;Leicester"
